Age,AvgWallU,AvgRoofU,AvgFloorU,AvgWindowU,TempAdj,ResponseCat,EnergyRatingCont
13,0.55,0.36,0.36,3.1,0.6,1,209.12
12,0.55,0.13,0.41,2,0,1,170.17
83,0.6755,0.26,0.73,2.8,0.6,1,245.12
76,0.82,0.53,0.61,1.7,0.6,1,247.12
13,0.55,0.26,0.41,2.84,0,1,234.51
11,0.37,0.2,0.31,1.9,0.3,4,251.6
9,0.22,0.13,0.26,2.2,0,1,120.96
13,0.55,0.26,0.41,2.8,0,1,226.44
13,0.55,0.2,0.41,2.6,0,1,185.25
20,0.28,0.15,0.36,2.8,0,1,167.59
44,1.37,0.54,0.71,3.05,0.6,1,332.85
17,0.55,0.16,0.44,2.73,0,1,178.86
15,0.54,0.36,0.36,2.8,0,2,260.41
44,1.93,0.4,0.75,5,0.6,1,416.51
4,0.35,0.25,0,1.8,0,1,134.03
14,0.55,0.36,0.41,3.1,0.3,1,299.05
14,0.27,0.16,0.41,2.7,0.6,1,166.55
11,1.38,0.3692,0,2.2,0,1,255.81
106,1.64,0.25,0.64,4.59,0,1,338.3
30,0.31,0.3692,0.48,3.1,0,1,318.24
18,0.55,0.35,0.41,2.8,0,2,224.65
19,0.75,0.3692,0,3.7,0,1,174.18
13,0.79,0.3692,1,2.8,0,1,352.14
14,0.55,0.36,0,2.92,0,1,164.99
3,0.16,0.09,0.15,1.28,0,1,57
14,0.55,0.16,0.41,2.7,0,1,222.98
76,2.1,0.4,0.84,2.8,0.6,1,374.36
18,0.55,0.26,0.41,2.7,0.6,1,211.63
13,0.6755,0.14,0.41,2.7,-0.15,2,157.38
108,1.89,0.59,0.6,4.18,0.6,1,457.18
18,0.32,0.13,0.41,2.7,0.6,1,192.63
15,0.55,0.36,0.47,2.7,0,1,213.03
16,0.49,0.22,0.44,2.84,0,1,285.79
20,0.6755,0.87,0.49,2.88,0.6,1,263.8
63,0.6755,0.68,0.84,2.91,0.6,1,414.83
1,0.16,0.1,0.13,0.85,0,1,59.74
14,0.3,0.13,0.41,3.1,0.6,3,242.92
0,0.15,0.14,0.14,0.91,0,1,55.13
18,0.55,0.13,0.41,2.7,0.6,1,194.62
11,0.3,0.13,0.34,2.7,0.3,2,434.89
21,0.31,0.3692,0.44,1.4,0,1,168.92
21,0.54,0.4,0.29,3.02,0,1,253.73
18,0.54,0.35,0.41,3.9,0.6,1,261.01
36,0.6,0.13,0.57,3.1,0.6,1,225.6
36,0.6,0.13,0.57,3.89,0.6,1,249.29
1,0.18,0.13,0.14,1.33,0,1,57.4
32,0.34,0.2,0.7,2.36,0,1,255.7
15,0.55,0.39,0.36,2.12,0.6,1,194.16
20,0.51,0.17,0.44,2.77,0.6,1,184.24
12,0.55,0.3,0.36,2.7,0,2,114.69
65,1.37,1.64,0.71,3.25,0.6,1,346.29
30,0.6,0.38,0.57,2.88,0,1,214.98
14,0.27,0.21,0.44,2.7,0.6,1,197.82
56,0.34,0.17,0.32,2.06,0,2,115.59
14,0.34,0.21,0.41,2.85,0.6,1,185.11
12,0.27,0.17,0.44,2.17,0.6,1,199.47
39,0.32,0.16,1.02,2.7,0,1,245.34
51,0.6,0.13,0.73,5.7,0,1,218.18
10,0.37,0.26,0.26,2.1,0.3,1,335.46
176,2.1,0.5,0.84,4.8,0,4,647.81
14,0.6755,0.2,0.41,2.8,0.6,1,199.04
15,0.55,0.39,0.47,2.8,0.6,1,297.66
2,0.15,0.14,0.11,1.35,0,1,58.94
46,0.36,0.13,0.61,2.74,0.6,1,268.99
11,0.29,0.13,0.34,2.1,0.3,4,331.18
31,0.6,0.4,0.64,4.8,0.6,2,414.43
13,0.3,0.13,0.37,3.1,0,4,282.18
28,0.3,0.15,0.57,2.6,0.6,1,249.53
34,0.27,0.13,0.64,2.6,0,1,198.92
44,0.63,0.55,0.69,2.8,0.6,1,258.26
15,0.29,0.13,0.44,2.73,0.6,1,197.08
14,0.55,0.33,0.36,2.7,0,1,210.83
44,0.35,0.13,0.61,5.7,0.6,1,231.12
12,0.42,0.16,0,1.8,0,1,146.4
33,0.31,0.13,0.48,2.8,0,1,186.91
41,0.35,0.13,0.65,2.86,0.6,1,268.22
36,0.33,0.16,0.57,1.9,0.6,1,235.54
92,1.66,0.19,0.6,3.21,0,1,328.53
12,0.62,0.26,0,2.2,0.3,3,258.55
27,0.59,0.4,0.38,3.1,0.6,4,447.05
9,0.32,0.3692,0.31,2.1,0,1,160.66
26,0.6755,0.4,0.57,2.8,0.6,1,234.81
14,0.6755,0.13,0.36,2.75,0.6,3,213.36
17,0.55,0.4,0.47,2.85,0.6,1,295.24
10,0.37,0.22,0.4,2.7,0,1,189.5
0,0.14,0.13,0.13,0.88,0,1,55.54
14,0.54,0.26,0.41,2.63,0.6,1,239.22
15,0.55,0.36,0.41,2.8,0.6,1,199.36
30,0.29,0.24,0.57,2.12,0.6,1,194.94
48,0.6755,2.3,0.73,3.1,0.6,1,465.33
66,0.6755,0.68,0.61,2.61,0.6,1,266.49
116,0.6755,0.38,0.94,2.71,0.6,1,432.31
34,0.6755,0.13,0,2.8,0.6,3,444.74
19,0.55,0.26,0.42,2.8,0,1,213.57
12,0.52,0.3692,0,2.7,0,4,227.5
116,2.1,0.98,0.46,4.8,0.6,1,407.38
22,0.55,0.4,0.41,2.78,0.6,1,378.41
27,0.27,0.13,0.57,2.6,0,1,205.24
34,0.6755,0.13,0.57,3.1,0.6,3,411.93
12,0.6755,0.3692,0.29,2.7,0,3,253.75
22,0.29,0.15,0.36,2.8,0.6,1,217.4
16,0.6755,0.31,0.36,3.1,0,1,110.06
10,0.37,0.37,0.34,1.9,0.6,1,196.71
50,2.4,1.01,0.56,2.03,0,1,205.05
17,0.37,0.32,0.41,2.72,0.6,1,230.24
116,0.41,0.2,0.3,2.2,0,1,147.11
10,0.37,0.26,0.31,2.2,0,1,175.97
18,0.3,0.13,0.41,2.8,0.6,1,198.58
27,0.6755,0.26,0.65,4.8,0,1,236.99
8,0.3,0.3692,0.25,2,0,1,141.19
11,0.37,0.3692,0,2.2,0.3,1,137.5
50,2.2,0.3692,0,5.7,0,1,255.91
8,0.28,0.13,0.31,1.9,-0.1,1,108.11
17,0.88,0.3692,0,2.8,0,2,299.79
48,1.21,0.52,0.6,2.29,0,1,259.44
56,0.6755,0.13,0.44,2,0,4,303.4
18,0.51,0.26,0,2.8,0.3,4,331.4
116,2.1,2.3,0.56,4.8,0,1,476.8
61,0.27,0.17,0.65,3.12,0,1,163.98
14,0.55,0.4,0.36,2.8,0.6,1,192.18
13,0.55,0.27,0.44,2.8,0,1,199.53
12,0.3,0.13,0.41,2,0,1,138.64
18,0.27,0.12,0.44,2.8,0.6,1,236.51
9,0.29,0.22,0.22,1.9,0,1,131.14
34,0.63,0.16,0.7,3.1,0.6,1,401.28
33,0.6,0.4,0.57,2.83,0.6,1,410.37
2,0.18,0.13,0.13,1.24,-0.15,1,61.53
12,0.55,0.16,0.19,2.6,0,1,219.64
96,1.5,0.49,0.69,2.89,0.6,1,241.64
36,0.6,0.22,0.57,3.1,0.6,1,216.1
9,0.26,0.3692,0.25,1.8,0,4,252.76
10,0.6755,0.4,0.34,2.7,0.6,1,206.16
26,0.59,0.4,0.64,2.96,0.6,1,209.1
44,2.36,0.68,0.73,3.21,0.6,1,456.05
55,1.28,0.29,0.66,2.7,0.6,1,511.47
9,0.76,0.3692,0,2.2,0,1,133.81
166,1.24,0.4,0.8,3,0.6,1,379.84
23,0.57,0.46,0.6,2.7,0,1,186.69
38,1.1,0.4,0.6,4.8,0.6,1,343.94
17,0.55,0.26,0.41,2.7,0.6,1,274.23
15,0.55,0.22,0.41,2.8,0,1,194.07
11,0.36,0.24,0.37,2.2,0.6,1,221.01
19,0.29,0.13,0.52,1.16,0.6,1,217.6
62,1.78,1.45,0.73,4.23,0.6,1,401.8
20,0.82,0.3692,0,3.1,0,5,247.6
20,0.27,0.13,0.41,2.68,0.6,1,156.74
12,0.54,0.39,0.29,2.12,0,1,142
10,0.37,0.2,0.31,2.2,0,1,138.63
16,0.55,0.28,0,2.71,0.6,1,231.64
9,0.48,0.25,0,2.2,0,1,145.98
10,0.6755,0.3692,0,3.4,0.3,4,198.22
18,0.49,0.37,0.37,1.64,0,1,178.17
9,0.37,0.16,0.25,1.6,0,1,141
126,2.08,1.34,0.57,2.88,0,1,295.83
29,0.27,0.16,0.46,2.74,0,1,162.83
117,1.79,0.73,0.7,2.8,0.6,1,509.67
34,0.29,0.14,0.48,3.08,0.3,3,275.37
13,0.3,0.15,0.44,3.1,0,1,206.05
106,1.58,2.3,1,3.13,0.3,4,897.74
12,0.49,0.3692,0,2.8,0.3,4,355.01
15,0.55,0.4,0.41,2.8,0,1,231.86
10,0.55,0.25,0.37,2.2,0,3,173.69
15,0.34,0.36,0.44,2.82,0.6,1,217.6
56,0.6,0.2,0.73,2.7,0.6,1,219.12
15,0.46,0.28,0.44,2.7,0.6,1,215.33
18,0.98,0.4,0,3.1,0.3,2,298.73
11,0.56,0.25,0,2.6,0.3,5,255.51
36,1.1,0.4,0.48,4.8,0.6,1,279.9
76,2.1,2.3,0.74,2.8,0.6,1,521.17
11,0.37,0.4,0.26,2.08,0,1,146.94
34,0.32,0.17,0.52,2.7,0,1,233.25
36,0.39,0.13,0.57,2.7,0.6,1,253.39
14,0.55,0.36,0.41,2.8,0,1,198
8,0.24,0.25,0,1.9,0,1,134.99
84,2.1,2.3,0.73,4.8,0,1,394.53
12,0.55,0.3692,0,2.8,0.3,4,224.66
49,0.87,0.87,0.53,3.3,0,1,263.11
24,0.6,0.49,0.38,3.1,0,1,222.39
31,0.63,0.3692,0.6,3.1,0,1,281.79
42,0.65,0.82,0.73,3.2,0,1,188.52
14,0.6755,0.24,0.41,2.7,0,1,157.82
15,0.55,0.4,0,2.8,0.6,1,242.77
45,2.07,0.9,0.73,3.48,0,1,281.48
107,1.64,2.3,0.56,5.7,0.6,1,423.18
29,0.27,0.13,0.57,1.8,0.6,1,247.02
20,0.31,0.16,0.4,2.75,0.6,1,176.12
16,0.55,0.4,0.41,2.7,0.6,1,263.04
41,0.33,0.42,0.39,1.72,0,1,119.45
13,0.55,0.4,0.44,2.7,0,1,184.77
10,0.37,0.2,0.26,2.2,0,1,162.46
16,0.26,0.13,0.41,3.1,0.6,3,268.82
13,0.27,0.13,0.41,2.65,0,1,142.95
23,0.6,0.26,0.48,4.8,0,1,216.15
14,0.37,0.13,0.19,2.7,0,1,165.25
68,1.24,0.28,0.32,2.03,0,1,148.06
16,0.54,0.3692,0,2.7,0,1,122.8
13,0.55,0.4,0.41,3.1,0,1,218.94
41,1.96,0.26,0.65,3.22,0,1,356.82
16,0.6755,0.36,0,3.3,0.3,4,432.95
43,0.43,0.29,0.84,2.26,0.6,1,268.29
93,2.16,0.97,0.9,2.76,0.6,1,532.84
106,1.98,2.3,0.73,5.45,0,1,421.08
21,0.27,0.29,0.41,2.79,0,1,200.85
8,0.3,0.3692,0,1.4,0,1,83.13
71,0.35,0.13,0.73,2.8,-0.15,1,193.18
27,0.79,0.3692,0.57,2.7,0.6,1,250.85
10,0.36,0.25,0.34,2.2,0.6,1,198.07
0,0.15,0.13,0.12,1.24,-0.15,1,64.34
10,0.6755,0.13,0.34,1.76,0,1,174.13
23,0.25,0.32,0.41,2.8,0.6,1,229.43
30,0.33,0.13,0,3.03,0,1,122.53
82,0.6755,0.36,0,3.25,-0.15,1,146.99
13,0.54,0.21,0.41,2.36,0,1,162.67
9,0.36,0.25,0.31,2.2,0,1,177.89
14,0.31,0.13,0.36,2.7,0.6,3,344.91
41,0.6,0.49,0.84,3.75,0.6,1,363.86
52,0.23,0.13,0.61,1.7,0,1,174.53
38,1.08,0.13,0.65,3.1,0.6,1,279.34
66,1.69,0.3692,0,2.7,0,1,259.48
11,0.37,0.3692,0.37,2.6,0,4,256.82
12,0.6755,0.26,0.44,2.22,0,1,222.54
12,1.11,0.3692,0,1.9,0.3,4,320.39
86,1.73,1.01,0.82,4.16,0.6,1,471.03
12,0.55,0.4,0.41,1.94,0,1,147.96
10,0.37,0.26,0.31,2.7,0,1,173.83
11,0.99,0.25,0,2.2,0.3,4,248.32
32,0.6,0.13,0.7,2.2,0.6,1,287.86
13,0.55,0.38,0.47,2.8,0,4,391.8
2,0.15,0.13,0.12,1.3,0,1,67.95
17,0.55,0.39,0.44,2.7,0,1,237.21
21,0.28,0.26,0.44,2.77,0.3,4,264.31
16,0.39,0.3692,0,3.87,0.3,4,311.72
33,0.29,0.13,0.64,2.8,0,1,268.16
27,0.6,0.4,0.57,2.8,0,1,278.45
66,0.6755,2.3,0.65,5.7,0.3,3,1508.34
41,0.98,0.4,0.48,3.39,0.6,1,230.42
0,0.15,0.11,0.12,1.3,0,1,57.1
116,2.1,0.37,0.84,2.32,0.6,1,339.63
8,0.27,0.3692,0.24,2.1,0,2,243.19
28,0.57,0.49,0.39,2.38,0,1,188.31
32,0.3,0.13,0.64,2.7,0.6,1,242.71
12,0.28,0.25,0.41,1.7,0.6,1,166.75
9,0.37,0.25,0.37,2.5,0.3,4,228.63
32,0.27,0.13,0.57,2.7,0,1,163.3
10,0.37,0.26,0.41,1.8,-0.15,1,157.68
10,0.27,0.3692,0.34,2.2,0,2,146.06
86,2.1,0.13,0.67,3.1,0.6,1,441.2
3,0.16,0.14,0.12,1.5,0,1,79.68
116,1.13,0.3692,0.37,3.37,0.3,2,532.67
29,0.6,0.4,0.7,2.8,0,1,237.39
30,0.6,0.4,0.6,3.04,0,1,283.96
13,0.55,0.3692,0,3.4,0,1,131.9
15,0.3,0.15,0.41,2.7,0.6,1,212.95
7,0.6755,0.15,0.18,1.82,0,1,106.13
42,0.6,0.4,0.73,2.95,0,1,221.48
37,0.6,0.4,0,2.8,0.6,1,426.69
3,0.16,0.1,0.41,1.3,0,1,91.22
59,1.25,0.26,0.56,2.3,0,1,254.34
51,0.6755,0.3692,0,2.87,0.6,1,293.12
46,2.1,0.13,0.65,2.7,0,1,315
11,0.34,0.25,0,1.9,0.3,4,228.73
41,0.6,0.4,1.1,2.8,0.6,1,250.79
8,0.35,0.21,0,1.8,0,1,112.15
11,0.37,0.26,0.37,2.2,0,1,207.48
14,0.55,0.29,0.36,2.94,0.6,1,227.35
12,0.55,0.36,0,2.63,0,1,174.37
120,1.89,0.46,0.54,4.8,0.6,1,337.36
31,0.28,0.13,0.57,2.8,0.6,1,237.01
13,0.6755,0.35,0.41,2.75,0,1,199.65
42,1.22,0.2,0.47,3.1,0.6,1,217.09
116,1.64,0.4,0.7,3.1,0.6,1,416.87
13,0.31,0.13,0.37,2.78,0.6,1,191.22
36,1.1,0.13,0.64,2.8,0.6,1,349.16
7,0.27,0.25,0.31,2.13,0,1,129.63
2,0.12,0.12,0.15,0.5,0,2,49.7
38,0.29,0.13,0.57,2.61,0.6,1,213.81
93,1.94,1.87,0.5,3.21,0,1,251.94
19,0.55,0.4,0.41,2.8,0,1,172.29
13,0.54,0.24,0.41,2.71,0,1,174.38
36,0.35,0.13,0.48,3.15,0.6,1,266.85
11,0.36,0.19,0.37,2.2,0.6,1,174.45
41,0.34,0.13,0.84,1.7,0.6,1,279.19
160,0.8,0.4,0.61,2.03,0.6,1,246.86
66,2.1,2.3,0.73,4.57,0.6,3,604.96
9,0.37,0.17,0.4,1.9,0,1,173.55
53,0.72,0.21,0.16,1.37,0,1,147.65
14,0.55,0.34,0.36,2.71,0.6,1,198.19
2,0.6755,0.14,0.14,0.97,0,2,47.94
14,0.6755,0.37,0.47,2.72,0.6,1,277.29
6,0.6755,0.16,0.17,1.6,0,1,92.18
14,0.55,0.35,0.41,2.7,0.6,1,218.15
16,0.43,0.35,0.42,2.7,0.6,1,238.49
59,2.1,0.72,0.61,3.35,0,1,272.56
21,0.3,0.17,0.43,3.18,0.6,1,263.11
32,0.33,0.5,0.48,3.1,0.6,1,237.4
38,1.1,0.68,0.57,2.7,0,1,338.13
51,0.43,0.13,0.85,2.8,0,1,221.94
13,0.27,0.13,0.44,2.8,0.6,3,267.81
8,0.27,0.3692,0,1.8,0,1,72.49
12,0.6755,0.26,0.5,2.05,0,1,152.96
91,1.21,1.04,0.66,2.7,0.6,1,289.16
49,0.72,0.3692,0,2.7,0.6,1,214.49
51,0.37,0.4,0.26,2.8,0.3,3,243.75
12,0.3,0.13,0.44,2.76,0.6,1,215.54
86,1.85,2.3,0.86,4.8,0,1,710.04
8,0.26,0.18,0.19,1.81,0,1,133.4
13,0.55,0.35,0.44,2.71,0.6,1,170.37
37,0.29,0.26,0.57,5.7,0.6,1,276.53
11,0.37,0.13,0.31,2.31,0,1,195.86
19,0.55,0.4,0.29,3.1,0.3,1,232.02
8,0.6755,0.3692,0,2.7,0.3,4,161.75
46,1.78,0.4,0,3.3,0,1,495.52
130,0.24,0.21,0.61,1.93,0,1,137.75
3,0.29,0.15,0.15,1.5,0.3,3,244.97
59,1.64,0.4,0.65,2.82,0.45,1,317.24
57,0.25,0.67,0.73,3.71,0.6,1,305.21
12,0.27,0.23,0.41,1.8,0,1,140.77
9,0.37,0.15,0.25,1.9,0,1,166.66
106,2.25,0.13,0.53,2.8,0.6,1,277.81
8,0.37,0.3692,0,3.1,0,4,157.45
34,0.41,0.13,0.57,2.2,0,1,228.66
35,1.1,0.2,0.38,2.3,0.6,1,281.13
11,0.25,0.13,0.34,2.38,0,1,196.63
17,0.38,0.4,0.41,2.86,0.6,1,249.86
33,0.33,0.13,0.64,2.8,0.6,3,349.59
8,0.37,0.14,0.35,3,0,1,171.93
12,0.53,0.31,0.41,2.25,0,1,154.91
7,0.37,0.18,0.37,2.08,0,1,124.64
33,0.6755,0.49,0.49,2.25,0,1,143.21
28,0.6,0.4,0.44,3.1,0.3,4,514.9
12,0.55,0.3692,0.41,2.2,0.6,1,244.96
10,0.37,0.25,0.34,2.27,0,1,145.81
10,0.37,0.22,0.34,2.2,0,1,179.44
12,0.31,0.13,0.47,2.2,0,1,213.16
38,0.3,0.17,0.46,2.26,0,1,164.79
33,0.6,0.13,0.57,2.2,0.6,1,214.33
68,2.02,0.79,0.69,3.54,0.6,1,413.71
18,0.55,0.3692,0,3.04,0.3,2,299.7
13,0.55,0.35,0,2.9,0.3,4,249.72
12,0.29,0.13,0.41,2.2,0,1,158.72
9,0.37,0.26,0.34,2.2,0,1,177.49
190,0.6755,0.4,0.73,4.68,0.6,1,348.95
11,0.37,0.26,0.39,2.2,0,1,196.2
116,0.9,0.3692,1,2.2,0.3,4,386.52
66,1.03,0.53,0.65,4.8,0.6,3,406.12
60,0.28,0.43,0.6,2.9,0,1,156.53
36,0.33,0.13,0.48,3.4,0,1,168.76
24,0.6755,0.4,0.57,4.8,0.6,1,287.93
12,0.36,0.18,0.44,2.2,0.6,1,197.28
19,0.3,0.21,0.38,3.3,0.6,1,214.78
36,0.29,0.13,0.48,3.1,1,1,168.86
32,0.51,0.33,0.4,2.46,0.6,1,199.06
10,0.95,0.25,0,2.2,0,1,228.34
11,0.37,0.26,0.34,2.6,0,1,198.07
13,0.55,0.18,0,3,0,1,160.06
115,1.64,0.2,0,5.7,0.6,1,350.5
12,0.81,0.3692,1,1.2,0,2,352.97
9,0.27,0.16,0.25,2,0,1,168.74
23,0.6,0.4,0.57,3.1,0.6,1,262.51
46,0.32,0.13,0.73,4.8,0,1,265.34
14,0.32,0.2,0.36,2.87,0,1,144.87
22,0.27,0.18,0.44,3.1,0,1,195.87
46,0.6755,0.33,0.74,3.03,0.6,1,373.29
86,2.1,1.97,0.94,3.13,0.6,1,540.78
11,0.37,0.13,0.26,2.1,0,1,155.64
14,0.55,0.3692,0.36,2.7,0,2,298.35
19,0.55,0.4,0.44,3.04,0,1,184.31
96,1.24,0.9,0.6,2.2,0.6,1,273.75
12,0.27,0.13,0.41,2.8,0,1,154.51
66,2.08,2.3,0.64,3.94,0,1,436.62
13,0.73,0.3692,0.29,3.1,0,1,160.72
37,1.1,0.13,0.48,2.7,0.6,1,243.64
48,1.4,0.31,0.47,2,0,1,176.77
16,0.54,0.3692,0.29,2.72,0.3,4,308.66
43,0.6,0.13,0.61,2.83,0.6,3,325.43
20,0.55,0.26,0.54,2.8,0.6,1,231.15
15,0.55,0.27,0.44,2.7,0,1,199.78
18,0.75,0.3692,0,3.16,0.6,1,285.75
15,0.27,0.19,0.41,3.04,0,1,155.36
48,0.24,0.13,0,1.38,0,1,143.7
13,0.55,0.16,0.41,2.85,0.6,1,215.07
10,0.37,0.26,0.34,2.61,0.6,1,187.94
37,0.6755,0.68,0.48,2.8,0.6,1,258.84
96,2.02,2.3,1.12,4.08,0.6,1,815.12
17,0.54,0.4,0.44,2.85,0,1,155.01
66,0.37,0.2,0.34,2.7,0.6,1,275.51
12,0.55,0.37,0.36,2.7,0,1,220.2
31,0.6,0.4,0.84,3.1,0.3,4,394.05
22,0.55,0.3692,0,2.8,0,3,159.64
13,0.49,0.36,0,2.8,0.3,1,256.49
18,0.55,0.4,0.41,2.8,0,1,186.12
32,0.45,0.13,0.57,2.1,0,1,150.67
23,0.6,0.46,0.57,3.18,0.6,1,267.87
16,0.6755,0.36,0.36,2.72,0.6,4,193.43
86,2.1,0.54,0.56,2.8,0.6,1,278.78
126,1.4,0.26,0,2.7,0.6,1,310.14
52,0.6755,0.26,0.58,3.2,0.6,1,243.83
21,0.54,0.26,0.44,2.8,0.6,1,286.09
12,0.55,0.3692,0.41,2.2,0.3,4,335.91
9,0.37,0.25,0.34,1.7,0,1,166.45
103,1.65,0.37,0.61,3.96,0.6,1,329.27
29,0.32,0.16,0.47,2.75,0,1,220.22
4,0.2,0.2,0.17,1.56,0,1,115.41
9,0.37,0.3692,0.31,2.8,0.3,4,312.37
126,0.7,0.49,0.78,2.8,0.6,1,299.47
16,0.55,0.26,0.41,2.73,0,1,193.24
13,0.55,0.36,0,2.8,0.3,4,190.21
87,2.08,2.3,0.61,4.59,0.6,1,527.55
41,1.26,0.25,0.36,2.63,0,1,152.67
2,0.12,0.3692,0,0.87,0,1,60.43
12,0.37,0.26,1,2.3,0.3,1,387.72
11,0.24,0.25,0.37,2.2,0,1,148.45
24,0.6,0.32,0.64,3.23,0.6,1,309.38
39,0.32,0.13,0.63,2.8,0,4,297.22
52,0.6755,0.68,0.46,2.8,0.6,1,225.29
104,1.4,0.93,0.67,2.91,0.6,1,297.82
41,2.02,2.13,0.84,2.8,0,1,277.38
10,0.37,0.26,0.34,1.8,-0.15,1,154.34
18,0.74,0.3692,0.41,3.1,0,1,313.96
10,0.34,0.2,0.37,2.15,0,1,192.68
10,0.37,0.26,0.34,2.2,0,1,183.67
74,1.2,0.18,0.65,2.7,0.6,3,504.22
13,0.32,0.19,0.41,3.67,0.6,1,223.82
29,0.36,0.16,0.64,3.1,0.6,1,352.59
20,0.55,0.4,0.47,2.8,0.6,1,254.91
33,0.45,0.38,0.48,1.92,0,1,149.72
11,0.37,0.3692,0.26,2.8,0,1,123.33
15,0.27,0.3692,0.36,2.8,0.3,4,276.55
46,1.94,0.26,0.63,4.8,0,1,352.11
90,0.6755,0.26,0.5,2.29,0,1,202.29
46,0.6755,0.68,0.94,2.7,0.6,1,384.52
78,0.41,0.35,0.83,4.48,0,1,262.97
12,0.55,0.13,0.36,3.32,0,1,227.62
17,0.3,0.4,0.41,2.76,0,1,199.75
11,0.37,0.25,0.34,2.3,0,1,154.89
96,0.85,0.25,0,2.8,0.3,1,310.1
29,0.6755,0.2,0.57,2.1,0.6,1,291.82
45,1.78,0.16,0.73,2.8,0.6,1,257.22
2,0.6755,0.12,0.12,0.9,0,1,53.87
9,0.26,0.3692,0.32,2.1,0,1,162.79
27,0.61,0.4,0.48,2.95,0.6,1,289.22
14,0.3,0.3692,0.44,2.85,0.3,2,271.77
9,0.37,0.21,0.37,2.2,0.6,1,191.73
21,0.31,0.13,0.37,3.1,0.6,3,312.85
50,0.34,0.26,0.52,2.48,0.6,1,281.93
12,0.53,0.35,0,2.7,0,4,274.62
5,0.12,0.11,0.12,0.9,0,2,65.63
13,0.86,0.36,0,3.1,0,2,281
56,2.4,0.26,0.56,4.58,0,1,302.63
56,0.28,0.13,0.84,4.8,0.3,1,324.05
9,0.27,0.16,0,1.4,0,1,111.21
15,0.53,0.3692,0,2.73,0,1,139.46
18,0.55,0.4,0.29,2.8,0.6,1,211.31
96,2.07,1.52,0.86,3.07,0.6,1,427.61
40,0.3,0.13,0.61,2.8,0,1,225.25
58,0.37,0.39,0.65,3,0,1,242.49
12,0.6755,0.36,0.41,2.75,0,1,206.62
13,0.55,0.2,0.44,2.7,0,1,153.53
46,2.27,0.18,0.68,2.8,0,1,275.82
12,1.26,0.4,0,2.25,0,1,191.3
2,0.23,0.14,0.25,1.59,0,1,57.95
14,0.55,0.4,0.41,2.7,0,1,233.23
63,0.22,0.19,0.73,3.13,0,1,196.54
9,0.25,0.14,0.26,1.6,0,1,140.29
11,0.35,0.13,0,2,0,1,147.62
27,0.6,0.4,0.57,4.8,0.6,1,235.87
10,0.37,0.26,0.34,2.83,0.6,1,221.9
90,0.37,0.25,0.73,1.92,0,1,122.18
45,0.6,2.3,0.84,5.53,0,1,280.71
63,0.28,0.54,0.51,2.63,0.6,3,338.6
4,0.3,0.2,0.16,1.1,0,2,118.88
61,2.1,2.3,0.44,2.8,0,1,350.97
22,0.5,0.38,0.36,2.93,0,1,163.13
76,0.6755,2.3,0.96,3.71,0.6,1,444.21
14,0.55,0.4,0.41,2.88,0,1,225.71
17,0.31,0.14,0.44,2.7,0.6,3,283.11
39,2.1,0.16,0.66,2.29,0,1,298.22
12,0.55,0.26,0.41,2.2,0.6,1,249.54
10,0.37,0.13,0.34,1.7,0,1,169.49
11,0.37,0.2,0.31,2.33,0.6,1,185.99
56,1.58,2.3,0.46,3.8,0.6,1,439.47
10,0.37,0.3692,0,2.7,0.3,4,187.24
42,0.6,0.13,0.84,4.02,0.6,3,330.1
11,0.37,0.25,0.31,2.8,0,1,155.38
9,0.76,0.3692,0,1.4,0,1,93.19
41,0.5,0.13,0.61,2.7,0,1,192.44
15,0.55,0.36,0,3.1,0,1,227.52
11,0.36,0.28,0.31,2.2,0,1,156.54
30,0.6,0.13,0.64,2,0,1,161.46
61,0.86,0.23,0.52,2.7,0.6,1,190.29
19,0.32,0.15,0.47,3.1,0.6,1,230.33
35,0.32,0.22,0.48,2.73,0,1,216.86
38,0.6,0.13,0.64,2.6,0.3,3,383.07
56,1.78,0.4,0.73,2.7,0.6,1,320.06
10,0.26,0.15,0.25,2.8,0,1,116.12
13,0.4,0.3692,0.41,2.8,0,1,287.53
13,0.27,0.13,0.44,2.8,0.6,1,200.38
156,2.1,2.3,0.73,3.1,0.6,1,412.1
9,0.6755,0.16,0.21,2.01,0,1,155.91
40,2.1,0.4,0.73,2.8,0,1,336.23
12,0.55,0.26,0.41,2.7,0,1,198.01
10,0.6755,0.25,0,2.2,0.3,5,246.38
136,2.1,0.16,0,1.5,0.6,1,411.07
12,0.55,0.4,0.41,2.7,0.6,1,214.16
56,1.05,0.27,1.23,2.8,0,1,228.08
30,0.31,0.13,0.64,2,0.6,1,203.58
60,0.52,0.13,0.46,2,0.6,2,255.12
86,1.64,0.49,0,2.8,0,1,287.87
126,0.6755,2.3,0.97,3.1,0.3,5,862.55
18,0.29,0.13,0.41,2.7,0.6,1,187.73
43,0.29,0.18,0.27,2.7,0,1,185.37
31,0.3,0.13,0.64,4.8,0,1,264.4
36,1.1,0.4,0.57,2.6,0,1,222.07
53,1.99,0.34,0.65,5.7,0.6,1,446.73
11,0.55,0.26,0.37,2,0,1,199.17
14,0.55,0.26,0.44,2.7,0,1,266.23
126,1.75,2.3,0.73,3.91,0.6,1,466.42
19,0.6755,0.3692,0,3.4,0,4,165.05
76,0.28,0.65,0.61,3.1,0.6,1,281.48
